title,link,snippet,date_range,date
Personal Finance Top Story,https://www.businesstoday.in/personal-finance/top-story,"YES Bank has launched two Pi and Phi co-branded cards that have unique features and benefits. The feature will be available to users by May 31, 2024.",02/04/2024 to 03/05/2024,
Fundraising in India to be stronger than ever over next 2 ...,https://www.business-standard.com/finance/news/fundraising-in-india-to-be-stronger-than-ever-over-next-2-years-bofa-124022000074_1.html,"Fundraising activity in India will be stronger than ever over the next two years as conglomerates, tech firms and financial services providers hunt for capital ...",02/04/2024 to 03/05/2024,
Indian Economy on Course to Retain Growth Momentum,https://timesofindia.indiatimes.com/business/india-business/indian-economy-on-course-to-retain-growth-momentum-finance-minister/articleshow/107393792.cms,India Business News: Read the latest updates on the Indian economy and its growth momentum from Finance Minister Nirmala Sitharaman.,02/04/2024 to 03/05/2024,
Finance,https://www.vccircle.com/economy/finance/page/90?amp=1,"Stay updated with the latest financial news, funding developments, government policies, and insights shaping the finance sector in India. AllProPremium. Premium.",02/04/2024 to 03/05/2024,
"India successfully built best digital economy, finance ...",https://m.economictimes.com/news/india/india-successfully-built-best-digital-economy-finance-architecture-in-world-nobel-laureate-economist-a-michael-spence/articleshow/107654219.cms,Nobel laureate economist A Michael Spence praised India for its successful development of the best digital economy and finance architecture in the world.,02/04/2024 to 03/05/2024,
Union Finance Minister Nirmala Sitharaman confident of ...,https://www.thehindu.com/business/Industry/union-finance-minister-nirmala-sitharaman-addresses-viksit-bharat-2047-viksit-bharat-and-industry/article67891231.ece,Finance Minister Nirmala Sitharaman on February 27 exuded confidence that India Inc will align itself to the developmental goals of the nation.,02/04/2024 to 03/05/2024,
"High costs, weak tech infra makes KYC a challenge: Fintechs",https://www.financialexpress.com/business/banking-finance-high-costs-weak-tech-infra-makes-kyc-a-challenge-fintechs-3386319/,Fintechs have expressed concern that higher costs and a weak technology infrastructure have made the know-your-customer (KYC) process challenging.,02/04/2024 to 03/05/2024,
"Outlook for Indian economy appears bright, 7% GDP ...",https://indianexpress.com/article/business/economy/outlook-for-indian-economy-appears-bright-7-gdp-growth-likely-in-fy25-finmin-report-9172004/,"During the current financial year, the Indian economy is estimated to grow at 7.3 per cent. This would be the third year in the row when the GDP would grow in ...",02/04/2024 to 03/05/2024,
Credit quality of Indian companies stayed healthy in ...,https://www.business-standard.com/finance/news/credit-quality-of-indian-companies-stayed-healthy-in-h2fy24-says-crisil-124040100083_1.html,"The credit quality of Indian companies remained strong between October 2023 and March 2024 (H2FY24), supported by deleveraged balance sheets, ...",03/06/2024 to 04/05/2024,
India has 'bright' outlook for next fiscal: Finance Ministry,https://indianexpress.com/article/business/economy/india-has-bright-outlook-for-next-fiscal-finance-ministry-9229408/,"India grew above 8 per cent for three consecutive quarters, reaffirming its position as a standout performer amid sluggish global growth trends.",03/06/2024 to 04/05/2024,
Explained: Why India's market cap is likely to hit $10 trillion ...,https://www.business-standard.com/finance/personal-finance/explained-why-india-s-market-cap-is-likely-to-hit-10-trillion-by-2030-124040300248_1.html,"India's market cap is currently the fifth largest globally ($4.5 trillion) and is likely to hit $10 trillion by 2030, according to a report.",03/06/2024 to 04/05/2024,
India calls for $1 trillion per year climate finance from next ...,https://timesofindia.indiatimes.com/india/india-calls-for-1-trillion-per-year-climate-finance-from-next-year-submits-its-proposal-to-the-unfccc/articleshow/108276300.cms,India in its latest submission to the UN climate body has called for developed countries to provide “at least” $1 trillion per year in climate finance to ...,03/06/2024 to 04/05/2024,
"India wants WTO bodies to prioritise finance access, food ...",https://m.economictimes.com/news/economy/foreign-trade/india-wants-wto-bodies-to-prioritise-finance-access-food-security-tech/articleshow/108755083.cms,"India has urged for the prioritization of several key issues in discussions within the World Trade Organization (WTO), including access to finance, ...",03/06/2024 to 04/05/2024,
India Budget | Ministry of Finance | Government of India,https://www.indiabudget.gov.in/budget2024-25(I)/index.php,केन्द्रीय बजट Union Budget · 2 crore more houses under PM Awas Yojana (Gramin) will be taken up in next 5 years. · The target for creating Lakhpati Didi has been ...,03/06/2024 to 04/05/2024,
India's Electronica Finance Limited lands $48m in Series B ...,https://www.fintechfutures.com/2024/04/indias-electronica-finance-limited-lands-48m-in-series-b-round/,Electronica Finance Limited has raised $48 million in Series B funding as it looks to strengthen its balance sheet and expand its operations.,03/06/2024 to 04/05/2024,
"Stocks to buy: Coal India, Bajaj Finance, JSW Energy ... - Mint",https://www.livemint.com/market/stock-market-news/stocks-to-buy-coal-india-bajaj-finance-jsw-energy-policybazaar-among-12-stocks-that-can-rise-8-27-in-next-3-4-weeks-11711433136722.html,"Based on the recommendations of several experts, below are 12 stocks that one can consider buying for the next three to four weeks.",03/06/2024 to 04/05/2024,
"India's regulatory scrutiny may raise lenders' capital costs, ...",https://m.economictimes.com/industry/banking/finance/indias-regulatory-scrutiny-may-raise-lenders-capital-costs-slow-loan-growth-says-sp-global/articleshow/108784573.cms,The RBI has tightened its norms on unsecured loans and warned lenders against exuberance due to rising risks to the financial system. The increased focus on ...,03/06/2024 to 04/05/2024,
"Indian economy shines bright amid global slowdown, says ...",https://ddnews.gov.in/en/indian-economy-shines-bright-amid-global-slowdown-says-finance-ministry-report/,"Recent data reveals that India's economic growth hit a six-quarter high in Q3FY24, surpassing 8% for the third consecutive time, building upon the momentum of ...",03/06/2024 to 04/05/2024,
Top financial regulators plan panel to weigh risks in ...,https://www.business-standard.com/finance/news/top-financial-regulators-plan-panel-to-weigh-risks-in-derivatives-market-124041600214_1.html,India's top financial regulators will form a committee to assess stability risks emerging from a surge in derivatives markets and suggest policy changes if ...,04/06/2024 to 05/06/2024,
"Read Latest Finance News, IPO, Mutual Funds News",https://m.economictimes.com/wealth/invest/to-invest-understand-how-to-become-a-successful-investor/articleshow/109452087.cms,... News · Forex · Forex News · Currency Converter · Live Stream! Basics of crypto ... India' Ambitions · The ET Road Safety & Safer Mobility Forum 2023 · Integrated ...,04/06/2024 to 05/06/2024,
Personal finance News,https://www.financialexpress.com/about/personal-finance/,Personal finance News: Check here latest news and updates about Personal finance in India. Read top headlines and breaking news today in India about ...,04/06/2024 to 05/06/2024,
"FPSB India, IFSCA sign pact to promote GIFT IFSC as ' ...",https://www.business-standard.com/finance/news/fpsb-india-ifsca-sign-pact-to-promote-gift-ifsc-as-global-finance-hub-124050600512_1.html,FPSB India and IFSCA aim to enhance the financial market ecosystem and nurture skilled professionals for GIFT City's expanding financial workforce.,04/06/2024 to 05/06/2024,
"April 2024 News - Business News, Personal Finance ...","https://m.economictimes.com/archive/year-2024,month-4.cms",Personal Finance News · Mutual Funds · Spend · Credit Cards · P2P; Data Center. Fuel Rates · Diesel Rates · Petrol Rates · Bank Pan Number · Bank holidays ...,04/06/2024 to 05/06/2024,
"April 29-May 5, 2024",https://epaper.indiatimes.com/april-29-may-5-2024/wealth_editionshow/109667933.cms,"Economic Times India's Leading Business Newspaper offers Business News, Financial news, Stock/Share Market News, Economy News, Loans & Banking News, ...",04/06/2024 to 05/06/2024,
"Technology, Financial Inclusion: The Roadmap for 2024-25",https://www.financialexpress.com/business/banking-finance/technology-financial-inclusion-the-roadmap-for-2024-25/3471858/,India's NBFC sector stands at the crossroads for growth and transformation with the right strategies and innovations.,04/06/2024 to 05/06/2024,
India's Top Traders Are Raking In Million-Dollar Salaries,https://www.bloomberg.com/news/articles/2024-04-11/india-s-top-traders-are-raking-in-million-dollar-salaries-as-china-slows,India's top traders are raking in million-dollar salaries. The country has become a global hiring hotspot amid surging wealth and investor fear of missing out.,04/06/2024 to 05/06/2024,
IFC Ramps Up Investment in India to Drive Financial ...,https://www.ifc.org/en/pressroom/2024/ifc-ramps-up-investment-in-india-to-drive-financial-inclusion-create-jobs-and-unlock-climate-finance,"IFC Ramps Up Investment in India to Drive Financial Inclusion, Create Jobs, and Unlock Climate Finance. April 30, 2024.",04/06/2024 to 05/06/2024,
Expresso Business and Finance News Highlights of ...,https://indianexpress.com/audio/expresso-business-update/expresso-business-and-finance-news-highlights-of-the-week-on-5-may-2024/9305007/,"In this weekly roundup, we talk about GST collection breaching Rs 2 lakh crore milestone, Adani Wilmar Q4 results, and E-comm exports among other news.",04/06/2024 to 05/06/2024,
"Financial markets prefer stability, predictability: FM Nirmala ...",https://www.business-standard.com/markets/news/financial-markets-prefer-stability-predictability-fm-nirmala-sitharaman-124051401447_1.html,"Financial markets prefer stability and predictability when it comes to taxation and policies, Union Finance Minister (FM) Nirmala Sitharaman said on Tuesday.",05/07/2024 to 06/06/2024,
What should investors do as India's market see worst fall ...,https://www.business-standard.com/finance/personal-finance/what-should-investors-do-as-india-s-market-see-worst-fall-since-march-2020-124060401057_1.html,Analysts suggest that investors should prioritize stocks with reasonable valuations amidst this uncertainty. The market sentiment indicates a looming bear ...,05/07/2024 to 06/06/2024,
"May 2024 News - Business News, Personal Finance ...","https://m.economictimes.com/archive/year-2024,month-5.cms","Latest News · India headed toward green energy, EV subsidies are short term: Mahindra MD Anish Shah · How is Ben Affleck dealing with life after Jennifer Lopez ...",05/07/2024 to 06/06/2024,
Finance Minister Nirmala Sitharaman On Vision for Indian ...,https://www.youtube.com/watch?v=jd3hCyKWr1g,"... news, and news about the Indian and global economy. Subscribe: https://bit ... Finance Minister Nirmala Sitharaman On Vision for Indian Financial Market | Viksit ...",05/07/2024 to 06/06/2024,
Finance Minister celebrates India's banking boom with a ...,https://www.cnbctv18.com/economy/sbi-share-price-axis-bank-share-price-hdfc-bank-share-price-nirmala-sitharaman-modi-latest-news-19421013.htm,Finance Minister Nirmala Sitharaman blamed the UPA-era practice of 'phone banking' for granting loans to undeserving businesses under political pressure.,05/07/2024 to 06/06/2024,
"May 27-June 2, 2024",https://epaper.indiatimes.com/may-27-june-2-2024/wealth_editionshow/110443020.cms,"Economic Times India's Leading Business Newspaper offers Business News, Financial news, Stock/Share Market News, Economy News, Loans & Banking News, ...",05/07/2024 to 06/06/2024,
National Professional Officer (Budget & Finance) - 2402015,https://www.who.int/india/news/articles-detail/national-professional-officer-(budget---finance)---2402015,The Budget and Finance Unit is responsible for carrying out finance and accounts functions and provides support to all technical divisions on financial and ...,05/07/2024 to 06/06/2024,
"Shriram Finance, Airtel, Vedanta, Sanofi India, DLF, Zomato",https://www.livemint.com/market/stock-market-news/stocks-to-watch-shriram-finance-airtel-vedanta-sanofi-india-dlf-zomato-buzzing-stocks-stock-market-today-q4-results-11715653119500.html,"Shriram Finance: US-based Warburg Pincus has acquired a majority stake in Shriram Housing Finance Ltd (SHFL) for ₹4,630 crore, marking its largest deal in ...",05/07/2024 to 06/06/2024,
BTTV Share Market LIVE Updates: Sensex Nifty Live ...,https://www.youtube.com/watch?v=ZCT0kWnBOy8,BTTV Share Market LIVE Updates: Sensex Nifty Live | Business & Finance News | F&O | Stocks To Invest ... India's Market Experts At India Exchange | N18L.,05/07/2024 to 06/06/2024,
Home | National Institute of Financial Management ...,https://www.ajnifm.ac.in/,Latest News. Reduction in the Fee of MBA(Finance) · Release of list of 3rd Waitlisted candidates for MBA (Finance) 2024-26 Batch · Training Programme on Public ...,05/07/2024 to 06/06/2024,
Ministry of Finance,https://economictimes.indiatimes.com/news/ministry-of-finance,The Supreme Court is demanding answers from the Finance Ministry regarding numerous vacancies in Debt Recovery Tribunals (DRTs) nationwide.,06/07/2024 to 07/07/2024,
What Could Keep India's Bull Market Going?,https://www.morganstanley.com/ideas/india-election-stock-outlook,India's macroeconomic stability and other key factors could help send equities 20% higher annually over the next five years.,06/07/2024 to 07/07/2024,
"Read Latest Finance News, IPO, Mutual Funds News",https://m.economictimes.com/markets/stocks/news/two-pronged-approach-to-navigate-an-ever-rising-stock-market/articleshow/111477822.cms,... News · Forex · Forex News · Currency Converter · Live Stream! Basics of crypto ... India' Ambitions · The ET Road Safety & Safer Mobility Forum 2023 · Integrated ...,06/07/2024 to 07/07/2024,
"'Today, every investment should be climate finance': World ...",https://www.hindustantimes.com/india-news/today-every-investment-should-be-climate-finance-world-bank-india-director-101719639663193.html,The World Bank's Board of Executive Directors approved $1.5 billion in financing to help India accelerate the development of low-carbon energy.,06/07/2024 to 07/07/2024,
State Bank of India plans to raise up to $3 billion via debt in ...,https://www.business-standard.com/finance/news/state-bank-of-india-plans-to-raise-up-to-3-billion-via-debt-in-fy25-124061100517_1.html,"State Bank of India, the country's largest lender, said on Tuesday that its board has approved raising up to $3 billion via debt in the current financial year.",06/07/2024 to 07/07/2024,
India's New Finance Hub in Gujarat Eyes Real-Time Dollar ...,https://www.bloomberg.com/news/articles/2024-06-25/india-s-new-finance-hub-eyes-real-time-dollar-settlement-by-2025,Real-time dollar settlement in India's newest financial hub in Gujarat is likely to become operational later this year or by early 2025.,06/07/2024 to 07/07/2024,
India's banking sector — here's a deep dive into its ...,https://www.cnbctv18.com/business/finance/indias-banking-sector-a-deep-dive-into-its-investment-potential-rajesh-narain-gupta-and-aniket-rajpurohit-19427434.htm,"India's banking sector stands at the cusp of unprecedented growth, fueled by a combination of robust economic fundamentals, technological advancements ...",06/07/2024 to 07/07/2024,
RBI Governor Das cautions against tech-led disruptions in ...,https://www.business-standard.com/finance/news/rbi-governor-das-cautions-about-tech-led-disruptions-in-financial-system-124062700742_1.html,"The Reserve Bank of India (RBI) is watchful of emerging risks, central bank governor Shaktikanta Das said and cautioned against disruptions in the financial ...",06/07/2024 to 07/07/2024,
Finance Ministry announces additional Rs. 1.39 lakh crore ...,https://m.economictimes.com/news/newsblogs/daily-news-and-latest-updates-india-sc-earthquake-us-elections-rbi-kangana-ranaut-cisf-slap-porsche-pune-accident-israel-hamas-war-t20-live-10-june-2024/liveblog/110857712.cms,"Finance Ministry has announced the release of an additional installment of tax devolution to states for June 2024, in a move to support state finances and spur ...",06/07/2024 to 07/07/2024,
India's Sitharaman gets finance portfolio for a second term ...,https://www.reuters.com/world/india/indias-sitharaman-gets-finance-portfolio-second-term-with-new-challenges-2024-06-10/,"Nirmala Sitharaman, who is credited with India's economic success over the past five years, will remain finance minister in Prime Minister Narendra Modi's ...",06/07/2024 to 07/07/2024,
"Business News, Personal Finance, Financial ...",https://m.economictimes.com/budget-headlines/budgetlist/110798088.cms,"Economic Times India's Leading Business Newspaper offers Business News, Financial news, Stock/Share Market News, Economy News, Loans & Banking News, ...",07/08/2024 to 08/07/2024,
"Business News, Personal Finance, Financial ...",https://m.economictimes.com/budget-markets/budgetlist/110934683.cms,"Economic Times India's Leading Business Newspaper offers Business News, Financial news, Stock/Share Market News, Economy News, Loans & Banking News, ...",07/08/2024 to 08/07/2024,
"In India's goal of financial inclusion, banks make ' ...",https://www.business-standard.com/finance/news/in-india-s-goal-of-financial-inclusion-banks-make-remarkable-progress-124072600188_1.html,"In India's goal of financial inclusion, banks make 'remarkable progress'. Number of Indians with an account in a formal financial institution increased to 77% ...",07/08/2024 to 08/07/2024,
Business News | Share Market News | BSE/NSE ...,https://www.ndtv.com/business-news/page-7,,07/08/2024 to 08/07/2024,
(.NSEI) | Stock Price & Latest News,https://www.reuters.com/markets/quote/.NSEI/,INDIA STOCKS Indian shares flat as caution ahead of inflation data dulls IT rally. Indian shares were little changed on Thursday as a jump in IT stocks due ...,07/08/2024 to 08/07/2024,
In-Depth Report And Analysis on Business and finance news ...,https://www.outlookbusiness.com/in-depth,"Get the in-depth expert analysis of latest business trends, financial market updates, investment options, business policies and more on Outlook Business.",07/08/2024 to 08/07/2024,
"The Economic Times: Business News, Personal Finance ...",https://epaper.indiatimes.com/july-29-august-4-2024/wealth_editionshow/112085821.cms,"Economic Times India's Leading Business Newspaper offers Business News, Financial news, Stock/Share Market News, Economy News, Loans & Banking News, ...",07/08/2024 to 08/07/2024,
"Need unambiguous, clear focus on inflation: RBI Governor ...",https://www.business-standard.com/finance/news/india-s-financial-landscape-undergoing-structural-shift-rbi-governor-das-124071900536_1.html,BFSI Summit 2024: RBI Governor said that lag in deposit mobilisation compared to credit growth is a critical issue.,07/08/2024 to 08/07/2024,
Financial Express-Market News – Apps on ...,https://play.google.com/store/apps/details?id=com.financialexpress.android&hl=en_IN,"Welcome to the Financial Express app, your comprehensive gateway to the dynamic world of finance, business, and economic news.",07/08/2024 to 08/07/2024,
Improving access to finance for MSMEs is key to a $5- ...,https://www.businesstoday.in/magazine/columns/story/improving-access-to-finance-for-msmes-is-key-to-a-5-trillion-indian-economy-heres-why-437886-2024-07-22,MSMEs form the backbone of the Indian economy and improving access to finance will be key in enabling them to become the cornerstone of a $5-trillion economy.,07/08/2024 to 08/07/2024,
72% Indians believe financial institutions collect more data ...,https://www.business-standard.com/finance/news/72-indians-believe-financial-institutions-collect-more-data-than-required-124083000710_1.html,"Seventy-two per cent of respondents believe that financial institutions collect more data than required in India, said a survey conducted by Silence ...",08/08/2024 to 09/07/2024,
RBI's Michael Patra on what'll largely finance India's ...,https://m.economictimes.com/news/economy/finance/rbis-michael-patra-on-whatll-largely-finance-indias-investment-needs-in-coming-decades/articleshow/113018441.cms,RBI Deputy Governor Michael Debabrata Patra said domestic saving will continue to largely finance India's investment needs. While household financial savings ...,08/08/2024 to 09/07/2024,
Long term projects should be funded through debt market ...,https://www.business-standard.com/finance/news/long-term-projects-should-be-funded-through-debt-market-sanjiv-bajaj-124090200603_1.html,Banks are ill suited to lend for long-term projects and their funding should ideally come from the debt market through insurance and pension money.,08/08/2024 to 09/07/2024,
Business,https://www.deccanherald.com/business,"Business News Today: Get latest business news from India, breaking business news updates, live share market news today, trending business news, stocks, IPO, ...",08/08/2024 to 09/07/2024,
RBI Governor Shaktikanta Das' 5-point agenda for India's ...,https://m.economictimes.com/news/economy/finance/rbi-governor-shaktikanta-das-5-point-agenda-for-indias-financial-future-at-gff-2024/articleshow/112870052.cms,"He outlined five key priorities: financial inclusion, enhancing Digital Public Infrastructure (DPI), strengthening cybersecurity, promoting long-term ...",08/08/2024 to 09/07/2024,
"Latest News & Videos, Photos about yahoo finance",https://economictimes.indiatimes.com/topic/yahoo-finance,"Will there be big economic downturn in USA next year? India rises above roti, kapda aur makaan. Where is it headed? Govt says 18.74 crore farmers under ...",08/08/2024 to 09/07/2024,
UPI set to expand reach across nations says RBI governor,https://www.financialexpress.com/business/banking-finance-upi-set-to-expand-reach-across-nations-says-rbi-governor-3597572/,The Governor of the Reserve Bank of India Shaktikanta Das expressed optimism about the Unified Payments Interface (UPI) expanding into more nations.,08/08/2024 to 09/07/2024,
India to be hub of Broadridge's regional growth strategy,https://www.financialexpress.com/business/banking-finance-india-to-be-hub-of-broadridges-regional-growth-strategy-3580023/,Broadridge Financial Solutions is making significant strides in nurturing local talent to accelerate its global growth and innovation.,08/08/2024 to 09/07/2024,
"Sensex rebounds 370 points; bank, finance stocks spurt",https://indianexpress.com/article/business/sensex-rebounds-370-points-bank-finance-stocks-spurt-9523878/,"Stock market benchmark indices Sensex and Nifty soared on Tuesday, propelled by robust buying in banking, financial and auto stocks amid a largely firm trend ...",08/08/2024 to 09/07/2024,
Eco momentum remains intact: Finance ministry,https://timesofindia.indiatimes.com/business/india-business/eco-momentum-remains-intact-finance-ministry/articleshow/112720873.cms,"India Business News: India maintains strong economic activity with a projected real GDP growth of 6.5-7% for FY25, even with erratic monsoon patterns.",08/08/2024 to 09/07/2024,
Latest Business News | BSE | IPO News - Moneycontrol.com,https://www.moneycontrol.com/news/,"Investors are falling in love with railway stocks all over again. Will they be betrayed? · Elevation Capital-backed Aye Finance sets stage for Rs 1,450 crore IPO ...",09/08/2024 to 10/08/2024,
"Indian regulators have done world-class job, increased ...",https://www.business-standard.com/finance/news/indian-regulators-have-done-world-class-job-increased-transparency-fm-124100801110_1.html,"Finance Minister Nirmala Sitharaman on Tuesday commended Indian financial sector regulators for doing a ""world-class job"" and bringing greater transparency ...",09/08/2024 to 10/08/2024,
Upside potential of 71%! Bajaj Finance among 8 stocks on ...,https://m.economictimes.com/markets/stocks/news/upside-potential-of-71-bajaj-finance-among-8-stocks-on-which-brokerages-initiated-coverage/eye-on-returns/slideshow/113411596.cms,Upside potential of 71%! Bajaj Finance among 8 stocks on which brokerages initiated coverage ; Eye on returns · 1 · Eye on returns ; CCL Products (India): Keynote.,09/08/2024 to 10/08/2024,
"Banks take securitisation route for liquidity, lower credit ...",https://www.business-standard.com/finance/news/banks-take-securitisation-route-for-liquidity-lower-credit-deposit-ratio-124091901089_1.html,"Banks take securitisation route for liquidity, lower credit deposit ratio · Rating agency ICRA estimates Rs 45,000 crore to Rs 50,000 worth of securitisation and ...",09/08/2024 to 10/08/2024,
Goldman Sachs buys 7.4 lakh shares in India Shelter ...,https://m.economictimes.com/markets/stocks/news/goldman-sachs-buys-7-4-lakh-shares-in-india-shelter-finance-for-rs-56-crore-via-block-deal/articleshow/113400614.cms,Goldman Sachs bought over 7.4 lakh shares in India Shelter Finance Corporation on Monday via block deal at a cost of approximately Rs 56 crore.,09/08/2024 to 10/08/2024,
India Will See Steepest Rise In Living Standards In Coming ...,https://www.ndtv.com/india-news/india-will-see-steepest-rise-in-living-standards-in-coming-decades-finance-minister-nirmala-sitharaman-6718221,,09/08/2024 to 10/08/2024,
"September 9-15, 2024",https://epaper.indiatimes.com/september-9-15-2024/wealth_editionshow/113173359.cms,"Economic Times India's Leading Business Newspaper offers Business News, Financial news, Stock/Share Market News, Economy News, Loans & Banking News, ...",09/08/2024 to 10/08/2024,
EXPLAINER | The changing money habits of Indians,https://www.financialexpress.com/money/explainer-the-changing-money-habits-of-indians-3630909/,"Net financial savings of Indian households have fallen to 5.4% in FY23, a five-decade low. Meanwhile, retail's role in Indian equities has expanded.",09/08/2024 to 10/08/2024,
Tourism Finance Corporation of India News,https://economictimes.indiatimes.com/tourism-finance-corporation-of-india-ltd/stocksupdate/companyid-11282.cms,Tourism Finance Corporation of India Ltd. has informed BSE that the meeting of the Board of Directors of the Company is scheduled on 13/08/2024.,09/08/2024 to 10/08/2024,
Indian economy News,https://www.financialexpress.com/about/indian-economy/,"ECB cut benchmark rates, Fed set to cut rates soon, How will India react – Is a rate action in the offing? While the ...",09/08/2024 to 10/08/2024,
Finance News Analysis,https://www.business-standard.com/finance/analysis,"Profitability of small finance banks likely to decline in FY25, says CRISIL. He also highlighted the importance of sustainable business models.",10/09/2024 to 11/08/2024,
"India Business News, Latest Finance ...",https://www.oneindia.com/business/,Business News ; Delhi NCR to Bengaluru: Housing Sales Boom in 2024 Across 7 Major Cities ; India's Q2 GDP Growth Drops To 5.4%: Manufacturing And Mining Hit Hard.,10/09/2024 to 11/08/2024,
Finance Minister Sitharaman courts US investors with ...,https://m.economictimes.com/news/economy/indicators/finance-minister-sitharaman-courts-us-investors-with-promises-of-high-growth-and-long-term-returns-in-india/articleshow/114436605.cms,Finance minister Nirmala Sitharaman stated that India is set to maintain its high growth rate and enhance its role in global growth. She urged American pension ...,10/09/2024 to 11/08/2024,
Ministry of Finance | Government of India,https://financialservices.gov.in/beta/en,From Jan Dhan to Jan Suraksha - Flagship Schemes · Pradhan Mantri Jan Dhan Yojana · Atal Pension Yojana · Pradhan Mantri Jeevan Jyoti Bima Yojana · Pradhan Mantri ...,10/09/2024 to 11/08/2024,
BS BFSI Summit: 'Investors flock to GIFT City as ...,https://www.business-standard.com/finance/news/gift-city-gains-prominence-as-more-banks-and-investors-flock-to-ifsc-124110801656_1.html,"GIFT City is increasingly gaining prominence with more banks, asset managers, insurance companies, and foreign investors opting to set shop at India's first ...",10/09/2024 to 11/08/2024,
Nirmala Sitharaman: India well positioned to capitalise on ...,https://m.economictimes.com/news/india/india-well-positioned-to-capitalise-on-new-growth-opportunities-finance-minister-nirmala-sitharaman/articleshow/114448942.cms,"Finance Minister Nirmala Sitharaman highlighted India's economic resilience, reforms in trade policies, and strategic partnerships at Columbia University.",10/09/2024 to 11/08/2024,
India well positioned to capitalise on new growth ...,https://www.cnbctv18.com/economy/india-well-positioned-to-capitalise-on-new-growth-opportunities-finance-minister-nirmala-sitharaman-19496828.htm,"India is well positioned to capitalise on new growth opportunities, Finance Minister Nirmala Sitharaman has said.",10/09/2024 to 11/08/2024,
DEPARTMENT OF Expenditure: Home,https://www.doe.gov.in/,The Department of Expenditure is the nodal Department for overseeing the public financial management system in the Central Government and matters connected ...,10/09/2024 to 11/08/2024,
Manappuram Finance Ltd. - Share/Stock Price,https://www.moneycontrol.com/india/stockpricequote/finance-leasinghire-purchase/manappuramfinance/MGF01,Manappuram Fin Share Price: Find the latest news on Manappuram Fin Stock Price. Get all the information on Manappuram Fin with historic price charts for NSE ...,10/09/2024 to 11/08/2024,
"Business News Live, Share Market News - Read Latest ...",https://m.economictimes.com/,"Business News - Read Latest Financial news, Stock/Share Market News, Economy News, Business News on The Economic Times. Find IPO Analysis, Mutual Funds ...",11/09/2024 to 12/09/2024,
Finance News,https://www.business-standard.com/finance,"Finance News: Get latest Banking news, Reserve Bank of India news, FIIs, NBFC, Insurance news, SEBI news, Public and Private sector bank news, NBFCs and ...",11/09/2024 to 12/09/2024,
"Business News India: Latest Business News Today, Share ...",https://www.businesstoday.in/,"HDFC Bank: Mutual funds sold Rs 11,000 crore worth shares in Nov; what's ahead? · NTPC Green Energy, Apollo Tyres & Bajaj Finance: What Akshay Bhagwat of JM ...",11/09/2024 to 12/09/2024,
India's financial regulatory pillars set for a leadership shake ...,https://www.business-standard.com/finance/news/india-s-financial-regulatory-pillars-set-for-leadership-shake-up-124111301740_1.html,"The regulatory landscape of India's financial sector is set for a major shift. Four key positions will become vacant over the next four months, marking a ...",11/09/2024 to 12/09/2024,
"Latest News & Videos, Photos about finance",https://economictimes.indiatimes.com/topic/finance,FINANCE · Sonia Gandhi linked to organisation financed by George Soros Foundation: BJP · Share price of Shriram Finance as Nifty · Au Small Fin Bank shares 0.1% as ...,11/09/2024 to 12/09/2024,
"Latest economy, business and finance News ...",https://www.thehindu.com/tag/684/,"Reliance seeks up to $3 bn loan for debt-refinancing, says media report · Indian rupee hits record low as appointment of new RBI chief spurs dovish bets ...",11/09/2024 to 12/09/2024,
Banking Finance News,https://indianexpress.com/section/business/banking-and-finance/,"Banking/ Finance News - Get the latest news on banking & finance, money, loans, insurance, lending rates, home loans, FD rates and many more bank related ...",11/09/2024 to 12/09/2024,
"Economy News Today highlights on November 25, 2024 ...",https://www.livemint.com/economy/latest-economy-news-today-live-updates-november-25-2024-11732510826513.html,"Economy News Today Live: S&P Global cuts India's GDP growth estimates for FY26 and FY27, forecasts 6.8% growth for this fiscal. S&P cuts India's GDP growth ...",11/09/2024 to 12/09/2024,
"Business News Live, Share Market News - Read Latest ...",https://m.economictimes.com/,Bull market to persist amid macroeconomic pressures: Rajesh Bhatia · Top Trending Terms · Vishal Mega Mart IPO Live Updates · Mobikwik IPO Live Updates · Sensex ...,12/10/2024 to 12/12/2024,
"Business News Today: Read Latest Business News, Live ...",https://www.livemint.com/,"Business News: Read latest Business News headlines, LIVE share market news and updates, financial, economic and banking news from India & across the World ...",12/10/2024 to 12/12/2024,
"Financial literacy will be key to India's ""Vision for 2047""",https://www.moneycontrol.com/news/business/markets/financial-literacy-will-be-key-to-india-s-vision-for-2047-amfi-s-venkat-chalasani-12888370.html,"India's vision for 2047 hinges on improving financial literacy and expanding financial inclusion, according to a AMFI's Chief Executive Venkat Chalasani.",12/10/2024 to 12/12/2024,
"Bloomberg - Business News, Stock Markets, Finance ...",https://www.bloomberg.com/,"Bloomberg delivers business and markets news, data, analysis, and video to the world, featuring stories from Businessweek and Bloomberg News.",12/10/2024 to 12/12/2024,
India's Financial Future: XLRI Gnosis 24-25 Event Highlights ...,https://www.youtube.com/watch?v=ZRE8fdkXnwo,"/ cnbc-tv18 n18oc_business About CNBC-TV18: India's leading business news channel, CNBC-TV18 offers the most comprehensive coverage of businesses, the ...",12/10/2024 to 12/12/2024,
